District Name,School Code,School Name,SBE District,EVAAS Growth Status,EVAAS Growth Index,Percent Participation Targets Met,ACT Percent,ACT WorkKeys Percent,Passing NC Math 3 Percent,4-Year Cohort Graduation Rate Percent,5-Year Cohort Graduation Rate Percent,Graduation Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260416,J W Seabrook Elementary,Sandhills,Exceeded,2.86,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260417,New Century International Middle,Sandhills,NotMet,-3.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260418,Seventy-First Classical Middle,Sandhills,Exceeded,5.36,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260419,Reid Ross Classical Middle,Sandhills,Met,-0.51,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260424,Seventy-First High,Sandhills,NotMet,-2.95,94.9,34.8,50.0,>95,81.6,85.7,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260425,South View Middle,Sandhills,Met,-1.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260426,Sherwood Park Elementary,Sandhills,Met,0.74,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260427,South View High,Sandhills,Met,-0.38,100.0,49.6,76.1,>95,81.6,86.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260428,Spring Lake Middle,Sandhills,NotMet,-3.74,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260430,Stedman Elementary,Sandhills,Met,-0.57,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260432,Stedman Primary,Sandhills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260434,Stoney Point Elementary,Sandhills,Exceeded,3.89,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260440,Sunnyside Elementary,Sandhills,Met,0.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260444,Teresa C Berrien Elementary,Sandhills,Met,0.42,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260446,Terry Sanford High,Sandhills,Met,-0.27,94.9,54.7,76.3,95.0,86.5,85.6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260448,Vanstory Hills Elementary,Sandhills,Met,-1.94,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260449,Ramsey Street High,Sandhills,NotMet,-9.65,90.0,<5,,,<5,<5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260450,Warrenwood Elementary,Sandhills,Exceeded,2.67,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260452,Westarea Elementary,Sandhills,Met,1.92,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260454,Westover Middle,Sandhills,Met,0.45,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260455,Westover High,Sandhills,NotMet,-5.33,100.0,28.5,80.0,>95,82.1,83.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260459,William T Brown Elementary,Sandhills,Met,1.72,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Schools,260700,Cumberland Polytechnic,Sandhills,Exceeded,3.43,100.0,83.9,*,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270,Currituck County Schools,Northeast,,,96.2,64.4,57.5,88.4,90.9,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270304,Central Elementary,Northeast,Met,-0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270306,Currituck County High,Northeast,NotMet,-6.44,95.7,57.4,57.4,86.3,89.8,92.7,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270308,Currituck County Middle,Northeast,Met,0.05,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270309,Jarvisburg Elementary,Northeast,Met,1.35,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270310,Shawboro Elementary School,Northeast,NotMet,-3.49,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270311,The JP Knapp ECH (i)School,Northeast,Exceeded,4.82,100.0,86.1,*,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270312,Knotts Island Elementary,Northeast,Met,-0.78,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270316,Moyock Elementary,Northeast,Met,0.11,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270318,Moyock Middle,Northeast,Exceeded,8.05,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currituck County Schools,270320,W T Griggs Elementary,Northeast,NotMet,-5.52,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280,Dare County Schools,Northeast,,,100.0,71.1,86.0,>95,94.5,>95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280302,Cape Hatteras Elementary School,Northeast,Met,1.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280304,Cape Hatteras Secondary School,Northeast,Met,-0.89,100.0,66.0,84.6,>95,91.8,93.3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280306,Dare County Alternative School,Northeast,NotMet,-3.09,,*,,>95,94.1,73.3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280308,Kitty Hawk Elementary School,Northeast,Exceeded,6.39,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280310,Nags Head Elementary School,Northeast,Exceeded,2.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280312,Manteo Elementary School,Northeast,Exceeded,2.96,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280316,Manteo High School,Northeast,Exceeded,7.95,100.0,65.5,75.0,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280320,Manteo Middle School,Northeast,Met,-0.33,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280324,First Flight Elementary School,Northeast,Met,-0.63,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280328,First Flight Middle School,Northeast,Met,-1.66,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare County Schools,280330,First Flight High School,Northeast,Met,-0.95,100.0,78.1,>95,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290,Davidson County Schools,Piedmont-Triad,,,100.0,60.8,74.3,>95,88.0,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290302,Brier Creek Elementary,Piedmont-Triad,Met,1.21,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290306,Northwest Elementary,Piedmont-Triad,NotMet,-4.75,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290307,Southmont Elementary,Piedmont-Triad,Met,-1.21,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290308,Central Davidson High,Piedmont-Triad,Met,-0.78,90.9,52.3,77.6,>95,85.0,86.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290309,Central Davidson Middle,Piedmont-Triad,Exceeded,8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290310,Stoner-Thomas School,Piedmont-Triad,,,100.0,,,,*,*,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290312,Churchland Elementary,Piedmont-Triad,NotMet,-2.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290314,Davidson County High School,Piedmont-Triad,Met,-1.08,,20.8,29.4,80.6,92.1,80.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290315,Davidson Early College,Piedmont-Triad,Met,0.53,100.0,88.9,,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290316,Davis-Townsend Elementary,Piedmont-Triad,Exceeded,3.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290320,Denton Elementary,Piedmont-Triad,Met,-1.29,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290322,E Lawson Brown Middle,Piedmont-Triad,Exceeded,6.28,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290324,East Davidson High,Piedmont-Triad,NotMet,-2.62,100.0,65.7,82.4,>95,83.6,83.8,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290328,Fair Grove Elementary,Piedmont-Triad,NotMet,-3.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290330,Friedberg Elementary,Piedmont-Triad,Met,-1.86,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290332,Hasty Elementary,Piedmont-Triad,Met,0.65,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290333,Friendship Elementary,Piedmont-Triad,Met,1.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290334,Ledford Middle,Piedmont-Triad,Exceeded,5.12,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290336,Ledford Senior High,Piedmont-Triad,Exceeded,7.42,96.7,66.6,72.1,>95,89.8,91.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290344,Midway Elementary,Piedmont-Triad,Met,1.27,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290348,North Davidson High,Piedmont-Triad,Met,-0.85,96.9,63.4,74.6,>95,92.1,90.2,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290350,North Davidson Middle,Piedmont-Triad,Exceeded,10.04,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290351,Oak Grove Middle,Piedmont-Triad,Exceeded,5.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290352,Pilot Elementary,Piedmont-Triad,Met,-1.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290356,Reeds Elementary,Piedmont-Triad,Met,0.84,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290364,Silver Valley Elementary,Piedmont-Triad,Met,-0.05,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290365,South Davidson High,Piedmont-Triad,NotMet,-2.76,100.0,44.6,63.0,>95,91.2,86.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290366,Southwood Elementary,Piedmont-Triad,Exceeded,5.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290367,South Davidson Middle,Piedmont-Triad,Exceeded,5.51,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290375,Tyro Elementary,Piedmont-Triad,Met,0.29,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290376,Tyro Middle,Piedmont-Triad,Exceeded,10.67,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290380,Wallburg Elementary,Piedmont-Triad,Met,-1.21,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290384,Welcome Elementary,Piedmont-Triad,Met,0.63,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290388,West Davidson High,Piedmont-Triad,Met,0.86,100.0,56.9,73.2,>95,88.2,86.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson County Schools,290389,Yadkin Valley Regional Career Academy,Piedmont-Triad,Met,0.35,100.0,71.1,>95,>95,88.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291,Lexington City Schools,Piedmont-Triad,,,98.4,41.2,64.0,>95,81.3,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291308,Charles England Elementary School,Piedmont-Triad,Met,0.46,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291332,Lexington Middle School,Piedmont-Triad,Met,-1.65,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291336,Lexington Senior High,Piedmont-Triad,Met,0.23,97.1,41.2,64.0,>95,82.2,85.6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291340,Pickett Elementary School,Piedmont-Triad,Met,0.47,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291348,South Lexington School,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291350,South Lexington Development Center,Piedmont-Triad,,,,,,,*,*,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexington City Schools,291352,Southwest Elementary School,Piedmont-Triad,NotMet,-2.99,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomasville City Schools,292,Thomasville City Schools,Piedmont-Triad,,,98.1,26.8,56.5,>95,77.4,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomasville City Schools,292316,Liberty Drive Elementary,Piedmont-Triad,NotMet,-5.22,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomasville City Schools,292318,Thomasville Primary,Piedmont-Triad,Met,-0.89,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomasville City Schools,292320,Thomasville Middle,Piedmont-Triad,Met,-1.24,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomasville City Schools,292324,Thomasville High,Piedmont-Triad,NotMet,-4.21,96.3,26.8,56.5,>95,77.4,84.9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deaf and Blind Schools,298202,Eastern NC School for the Deaf,Southwest,,,,*,,*,*,*,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deaf and Blind Schools,298203,Gov. Morehead School for the Blind,Southwest,,,0.0,*,,*,*,*,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deaf and Blind Schools,298204,NC School for the Deaf,Southwest,,,,*,,*,*,*,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300,Davie County Schools,Piedmont-Triad,,,100.0,68.0,89.8,>95,87.3,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300306,Central Davie Academy,Piedmont-Triad,,,,*,,*,*,*,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300308,Cooleemee Elementary,Piedmont-Triad,Exceeded,3.54,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300310,Cornatzer Elementary,Piedmont-Triad,Exceeded,2.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300312,Davie County High,Piedmont-Triad,NotMet,-5.63,100.0,65.3,89.8,>95,87.3,87.6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300314,Davie County Early College High,Piedmont-Triad,Exceeded,4.73,100.0,>95,,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300320,Mocksville Elementary,Piedmont-Triad,Met,1.26,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300325,North Davie Middle,Piedmont-Triad,Exceeded,3.64,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300326,Pinebrook Elementary,Piedmont-Triad,Met,-1.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300328,Shady Grove Elementary,Piedmont-Triad,Met,-1.93,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300330,South Davie Middle,Piedmont-Triad,NotMet,-3.31,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300336,William R Davie Elementary,Piedmont-Triad,Met,1.74,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davie County Schools,300337,William Ellis Middle,Piedmont-Triad,Exceeded,3.45,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310,Duplin County Schools,Southeast,,,100.0,50.5,71.4,>95,81.3,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310304,B F Grady Elementary,Southeast,Exceeded,3.94,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310308,Beulaville Elementary,Southeast,Exceeded,3.95,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310324,Charity Middle,Southeast,Met,0.17,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310330,Chinquapin Elementary,Southeast,Exceeded,3.74,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310336,Warsaw Elementary,Southeast,Met,0.37,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310338,Duplin Early College High,Southeast,Exceeded,4.61,100.0,82.9,*,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310340,E E Smith Middle,Southeast,NotMet,-2.55,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310344,East Duplin High,Southeast,NotMet,-2.28,100.0,47.2,73.5,>95,81.4,85.9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310352,James Kenan High,Southeast,Exceeded,3.41,96.7,46.8,62.8,>95,74.3,76.6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310356,Kenansville Elementary,Southeast,Met,1.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310360,North Duplin Elementary,Southeast,Met,1.98,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310364,North Duplin Jr Sr High,Southeast,Exceeded,4.92,97.1,52.8,81.0,>95,86.2,92.3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310384,Rose Hill-Magnolia Elementary,Southeast,Met,1.27,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310388,Wallace Elementary,Southeast,NotMet,-4.32,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310392,Wallace-Rose Hill High,Southeast,Met,-1.09,100.0,50.0,73.0,>95,83.4,85.3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duplin County Schools,310396,Warsaw Middle,Southeast,Exceeded,2.72,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320,Durham Public Schools,North Central,,,96.6,47.1,71.3,94.6,81.4,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320304,Bethesda Elementary,North Central,NotMet,-2.19,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320306,Brogden Middle,North Central,Met,-0.33,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham Public Schools,320308,Burton Elementary,North Central,Exceeded,2.39,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
