District Name,School Code,School Name,SBE District,EVAAS Growth Status,Percent Participation,ACT Percent,ACT WorkKeys Percent,Passing Math III Percent,4-Year Cohort Graduation Rate Percent,5-Year Cohort Graduation Rate Percent,Graduation Project
Rutherford County Schools,810342,East Rutherford Middle School,Western Region,NotMet,100.0,,,,,,
Rutherford County Schools,810344,Ellenboro Elementary School,Western Region,Met,100.0,,,,,,
Rutherford County Schools,810350,Forrest W. Hunt Elementary School,Western Region,Met,100.0,,,,,,
Rutherford County Schools,810360,Harris Elementary School,Western Region,Met,100.0,,,,,,
Rutherford County Schools,810364,Mt. Vernon-Ruth Elementary School,Western Region,NotMet,100.0,,,,,,
Rutherford County Schools,810370,Pinnacle Elementary School,Western Region,Met,100.0,,,,,,
Rutherford County Schools,810378,R-S Middle School,Western Region,Met,100.0,,,,,,
Rutherford County Schools,810384,R-S Central High School,Western Region,NotMet,100.0,52.6,69.8,95.0,86.6,87.8,Y
Rutherford County Schools,810385,Rutherford Early College High School,Western Region,Met,100.0,91.9,,95.0,95.0,95.0,Y
Rutherford County Schools,810386,Rutherford Opportunity Center,Western Region,NotMet,57.1,19.2,33.3,92.4,65.3,74.1,Y
Rutherford County Schools,810388,Rutherfordton Elementary School,Western Region,Met,100.0,,,,,,
Rutherford County Schools,810396,Spindale Elementary School,Western Region,Met,100.0,,,,,,
Rutherford County Schools,810400,Sunshine Elementary School,Western Region,Met,100.0,,,,,,
Sampson County Schools,820,Sampson County Schools,SandHills Region,,100.0,53.5,76.0,95.0,80.9,82.1,
Sampson County Schools,820312,Roseboro Elementary,SandHills Region,Met,100.0,,,,,,
Sampson County Schools,820320,Clement Elementary,SandHills Region,Exceeded,100.0,,,,,,
Sampson County Schools,820324,Sampson Early College High,SandHills Region,Exceeded,100.0,82.4,,95.0,90.0,95.0,Y
Sampson County Schools,820340,Hargrove Elementary,SandHills Region,Exceeded,100.0,,,,,,
Sampson County Schools,820346,Hobbton Elementary,SandHills Region,Met,100.0,,,,,,
Sampson County Schools,820347,Hobbton Middle,SandHills Region,Met,100.0,,,,,,
Sampson County Schools,820348,Hobbton High,SandHills Region,Met,100.0,56.2,77.6,95.0,81.8,84.1,N
Sampson County Schools,820349,Lakewood High,SandHills Region,NotMet,100.0,41.3,65.7,95.0,78.4,79.1,N
Sampson County Schools,820350,Midway Elementary,SandHills Region,Exceeded,100.0,,,,,,
Sampson County Schools,820352,Midway High,SandHills Region,Met,100.0,62.6,83.7,95.0,85.8,85.3,N
Sampson County Schools,820354,Midway Middle,SandHills Region,Met,100.0,,,,,,
Sampson County Schools,820364,Plain View Elementary,SandHills Region,Exceeded,100.0,,,,,,
Sampson County Schools,820370,Union Middle,SandHills Region,Met,100.0,,,,,,
Sampson County Schools,820372,Roseboro-Salemburg Middle,SandHills Region,NotMet,100.0,,,,,,
Sampson County Schools,820376,Salemburg Elementary,SandHills Region,Met,100.0,,,,,,
Sampson County Schools,820384,Union Elementary,SandHills Region,Exceeded,100.0,,,,,,
Sampson County Schools,820385,Union Intermediate,SandHills Region,NotMet,100.0,,,,,,
Sampson County Schools,820388,Union High,SandHills Region,Met,100.0,34.3,69.7,95.0,74.1,76.6,N
Clinton City Schools,821,Clinton City Schools,SandHills Region,,100.0,46.1,78.7,95.0,89.1,92.1,
Clinton City Schools,821304,Butler Avenue Elementary,SandHills Region,Exceeded,100.0,,,,,,
Clinton City Schools,821308,Clinton High,SandHills Region,NotMet,100.0,46.1,78.7,95.0,89.1,92.1,N
Clinton City Schools,821316,Langdon C Kerr Elementary,SandHills Region,,,,,,,,
Clinton City Schools,821320,Sampson Middle,SandHills Region,NotMet,100.0,,,,,,
Clinton City Schools,821330,Sunset Avenue Elementary,SandHills Region,NotMet,100.0,,,,,,
Scotland County Schools,830,Scotland County Schools,SandHills Region,,97.0,41.6,67.8,95.0,82.5,85.2,
Scotland County Schools,830304,Carver Middle,SandHills Region,NotMet,100.0,,,,,,
Scotland County Schools,830312,Covington Street Elementary,SandHills Region,Met,100.0,,,,,,
Scotland County Schools,830316,Shaw Academy,SandHills Region,NotMet,0.0,,,95.0,62.5,38.1,N
Scotland County Schools,830320,I E Johnson Elementary,SandHills Region,Met,100.0,,,,,,
Scotland County Schools,830328,Laurel Hill Elementary,SandHills Region,Met,100.0,,,,,,
Scotland County Schools,830336,North Laurinburg Elementary,SandHills Region,Met,100.0,,,,,,
Scotland County Schools,830343,Scotland High School,SandHills Region,NotMet,95.0,36.9,67.8,95.0,83.3,88.5,N
Scotland County Schools,830348,Scotland Early College High,SandHills Region,Exceeded,100.0,80.6,,95.0,95.0,95.0,N
Scotland County Schools,830349,Spring Hill Middle,SandHills Region,Met,100.0,,,,,,
Scotland County Schools,830356,South Scotland Elementary,SandHills Region,Met,100.0,,,,,,
Scotland County Schools,830360,Wagram Elementary,SandHills Region,Met,100.0,,,,,,
Scotland County Schools,830364,Sycamore Lane Elementary,SandHills Region,NotMet,100.0,,,,,,
Stanly County Schools,840,Stanly County Schools,Southwest Region,,98.6,53.8,66.3,95.0,83.2,88.4,
Stanly County Schools,840302,Albemarle High,Southwest Region,NotMet,81.0,42.9,60.0,95.0,77.9,82.9,Y
Stanly County Schools,840303,Albemarle Middle,Southwest Region,Met,100.0,,,,,,
Stanly County Schools,840304,Aquadale Elementary,Southwest Region,NotMet,100.0,,,,,,
Stanly County Schools,840308,Badin Elementary,Southwest Region,Met,100.0,,,,,,
Stanly County Schools,840310,Central Elementary,Southwest Region,Exceeded,100.0,,,,,,
Stanly County Schools,840312,Endy Elementary,Southwest Region,NotMet,100.0,,,,,,
Stanly County Schools,840316,East Albemarle Elementary,Southwest Region,NotMet,100.0,,,,,,
Stanly County Schools,840320,Locust Elementary,Southwest Region,NotMet,100.0,,,,,,
Stanly County Schools,840324,Millingport Elementary,Southwest Region,Exceeded,100.0,,,,,,
Stanly County Schools,840328,North Stanly Middle,Southwest Region,Exceeded,100.0,,,,,,
Stanly County Schools,840332,North Stanly High,Southwest Region,NotMet,95.5,54.2,57.7,95.0,83.7,86.7,Y
Stanly County Schools,840336,Norwood Elementary,Southwest Region,Met,100.0,,,,,,
Stanly County Schools,840340,Oakboro Elementary,Southwest Region,Met,100.0,,,,,,
Stanly County Schools,840344,Richfield Elementary,Southwest Region,Met,100.0,,,,,,
Stanly County Schools,840350,West Stanly Middle School,Southwest Region,Exceeded,100.0,,,,,,
Stanly County Schools,840356,South Stanly High,Southwest Region,Met,100.0,48.0,66.7,95.0,81.6,90.8,Y
Stanly County Schools,840358,South Stanly Middle,Southwest Region,Met,100.0,,,,,,
Stanly County Schools,840360,Stanfield Elementary,Southwest Region,Met,100.0,,,,,,
Stanly County Schools,840361,Stanly Early College High,Southwest Region,Met,100.0,85.7,,95.0,95.0,95.0,Y
Stanly County Schools,840368,West Stanly High,Southwest Region,Exceeded,96.2,55.3,76.8,95.0,89.4,90.4,Y
Stanly County Schools,840370,Stanly Academy Learning Center,Southwest Region,NotMet,0.0,,,77.4,95.0,86.7,Y
Stokes County Schools,850,Stokes County Schools,Piedmont Triad Region,,100.0,62.2,73.8,95.0,89.7,91.3,
Stokes County Schools,850304,Chestnut Grove Middle,Piedmont Triad Region,Met,100.0,,,,,,
Stokes County Schools,850312,Germanton Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Stokes County Schools,850314,Mount Olive Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Stokes County Schools,850316,King Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Stokes County Schools,850320,Lawsonville Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Stokes County Schools,850324,Meadowbrook Academy,Piedmont Triad Region,NotMet,0.0,,,63.2,48.3,41.2,N
Stokes County Schools,850328,Nancy Reynolds Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Stokes County Schools,850332,North Stokes High,Piedmont Triad Region,Exceeded,100.0,64.0,79.2,95.0,92.3,95.0,N
Stokes County Schools,850336,Pine Hall Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Stokes County Schools,850338,Piney Grove Middle,Piedmont Triad Region,Met,100.0,,,,,,
Stokes County Schools,850340,Pinnacle Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Stokes County Schools,850342,Poplar Springs Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Stokes County Schools,850348,Sandy Ridge Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Stokes County Schools,850350,Southeastern Middle,Piedmont Triad Region,Met,100.0,,,,,,
Stokes County Schools,850352,South Stokes High,Piedmont Triad Region,Exceeded,100.0,60.6,69.7,95.0,94.8,94.2,N
Stokes County Schools,850354,London Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Stokes County Schools,850356,Walnut Cove Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Stokes County Schools,850358,West Stokes High,Piedmont Triad Region,NotMet,100.0,60.1,74.4,93.6,94.4,94.0,N
Stokes County Schools,850360,Stokes Early College,Piedmont Triad Region,NotMet,100.0,90.0,,95.0,95.0,93.1,N
Surry County Schools,860,Surry County Schools,Piedmont Triad Region,,98.4,63.3,72.0,95.0,90.1,90.7,
Surry County Schools,860302,Cedar Ridge Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Surry County Schools,860306,Central Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Surry County Schools,860308,Copeland Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Surry County Schools,860312,Dobson Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Surry County Schools,860316,East Surry High,Piedmont Triad Region,Met,100.0,64.3,73.0,95.0,92.9,95.0,Y
Surry County Schools,860320,Flat Rock Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Surry County Schools,860324,Franklin Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Surry County Schools,860326,J Sam Gentry Middle,Piedmont Triad Region,Met,100.0,,,,,,
Surry County Schools,860330,Meadowview Magnet Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Surry County Schools,860332,Mountain Park Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Surry County Schools,860336,North Surry High,Piedmont Triad Region,Met,92.0,58.6,64.5,95.0,84.3,87.1,Y
Surry County Schools,860339,Pilot Mountain Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Surry County Schools,860340,Pilot Mountain Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Surry County Schools,860344,Rockford Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Surry County Schools,860348,Shoals Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Surry County Schools,860352,Surry Central High,Piedmont Triad Region,NotMet,92.3,57.1,78.7,95.0,93.3,91.2,Y
Surry County Schools,860354,Surry Early College,Piedmont Triad Region,Exceeded,100.0,85.2,,95.0,95.0,95.0,Y
Surry County Schools,860356,Westfield Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Surry County Schools,860360,White Plains Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Elkin City Schools,861,Elkin City Schools,Piedmont Triad Region,,100.0,79.8,85.7,95.0,95.0,94.3,
Elkin City Schools,861304,Elkin Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Elkin City Schools,861308,Elkin High,Piedmont Triad Region,Met,100.0,79.8,85.7,95.0,95.0,94.3,Y
Elkin City Schools,861312,Elkin Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Mount Airy City Schools,862,Mount Airy City Schools,Piedmont Triad Region,,100.0,71.4,67.3,95.0,89.6,93.1,
Mount Airy City Schools,862308,Bruce H Tharrington Elem,Piedmont Triad Region,,,,,,,,
Mount Airy City Schools,862310,Jones Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Mount Airy City Schools,862312,Mount Airy High,Piedmont Triad Region,Met,100.0,71.4,67.3,95.0,89.6,93.1,Y
Mount Airy City Schools,862316,Mount Airy Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Swain County Schools,870,Swain County Schools,Western Region,,97.9,58.3,64.3,85.3,79.9,84.3,
Swain County Schools,870314,Swain County High School,Western Region,NotMet,96.2,58.3,64.3,85.3,79.9,84.3,N
Swain County Schools,870318,Swain County Middle School,Western Region,NotMet,100.0,,,,,,
Swain County Schools,870320,Swain County East Elementary,Western Region,Exceeded,100.0,,,,,,
Swain County Schools,870324,Swain County West Elementary,Western Region,NotMet,100.0,,,,,,
Transylvania County Schools,880,Transylvania County Schools,Western Region,,100.0,63.3,65.9,94.0,84.5,86.8,
Transylvania County Schools,880304,Brevard Elementary,Western Region,Met,100.0,,,,,,
Transylvania County Schools,880308,Brevard High,Western Region,Met,100.0,69.5,73.4,95.0,92.0,94.6,Y
Transylvania County Schools,880312,Brevard Middle,Western Region,NotMet,100.0,,,,,,
Transylvania County Schools,880318,Pisgah Forest Elementary,Western Region,NotMet,100.0,,,,,,
Transylvania County Schools,880320,Davidson River School,Western Region,Met,66.7,7.1,,,24.0,44.4,Y
Transylvania County Schools,880324,Rosman Elementary,Western Region,Met,100.0,,,,,,
Transylvania County Schools,880328,Rosman High,Western Region,Met,100.0,61.1,58.2,94.0,95.0,95.0,Y
Transylvania County Schools,880330,Rosman Middle,Western Region,Met,100.0,,,,,,
Transylvania County Schools,880336,T C Henderson Elementary,Western Region,Met,100.0,,,,,,
Tyrrell County Schools,890,Tyrrell County Schools,Northeast Region,,100.0,59.0,68.8,95.0,91.9,83.9,
Tyrrell County Schools,890304,Columbia High,Northeast Region,Exceeded,100.0,59.0,68.8,95.0,91.9,83.9,Y
Tyrrell County Schools,890306,Columbia Middle,Northeast Region,NotMet,100.0,,,,,,
Tyrrell County Schools,890308,Tyrrell Elementary,Northeast Region,Met,100.0,,,,,,
Union County Public Schools,900,Union County Public Schools,Southwest Region,,97.8,77.1,80.4,95.0,92.8,93.4,
Union County Public Schools,900302,Antioch Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900303,Rea View Elementary,Southwest Region,Exceeded,100.0,,,,,,
Union County Public Schools,900304,Benton Heights Elementary,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900305,New Town Elementary,Southwest Region,Exceeded,100.0,,,,,,
Union County Public Schools,900306,East Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900307,Rocky River Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900308,East Union Middle,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900310,Cuthbertson Middle,Southwest Region,Exceeded,100.0,,,,,,
Union County Public Schools,900311,Cuthbertson High,Southwest Region,Exceeded,96.3,91.3,91.6,95.0,95.0,95.0,N
Union County Public Schools,900312,Fairview Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900314,Monroe Middle,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900316,Forest Hills High,Southwest Region,NotMet,97.1,49.5,72.7,95.0,84.1,88.6,N
Union County Public Schools,900318,Hemby Bridge Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900320,Indian Trail Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900328,Kensington Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900332,Marshville Elementary,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900334,Marvin Elementary,Southwest Region,Exceeded,100.0,,,,,,
Union County Public Schools,900336,Monroe High,Southwest Region,NotMet,91.2,35.8,52.9,95.0,87.2,84.3,N
Union County Public Schools,900340,New Salem Elementary,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900341,Porter Ridge Elementary,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900342,Porter Ridge High School,Southwest Region,Met,94.6,72.6,74.7,95.0,93.2,95.0,N
Union County Public Schools,900343,Porter Ridge Middle School,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900344,Parkwood High,Southwest Region,NotMet,96.4,66.8,72.2,95.0,94.4,86.9,N
Union County Public Schools,900346,Parkwood Middle,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900347,Poplin Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900348,Piedmont High,Southwest Region,Exceeded,100.0,76.0,83.6,95.0,95.0,92.7,N
Union County Public Schools,900350,Piedmont Middle,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900351,Rock Rest Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900352,Prospect Elementary,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900353,Sandy Ridge Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900354,Sardis Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900356,Shiloh Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900358,Stallings Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900360,Sun Valley High,Southwest Region,Met,100.0,66.5,72.6,95.0,86.7,87.3,N
Union County Public Schools,900362,Sun Valley Middle,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900363,Sun Valley Elementary,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900364,Union Elementary,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900365,South Providence,Southwest Region,NotMet,0.0,,38.1,73.3,85.9,92.7,N
Union County Public Schools,900366,Central Academy of Technology and Arts,Southwest Region,Exceeded,100.0,90.0,91.0,95.0,95.0,95.0,N
Union County Public Schools,900367,Union County Early College,Southwest Region,Exceeded,100.0,94.6,,95.0,95.0,95.0,N
Union County Public Schools,900368,Unionville Elementary,Southwest Region,Exceeded,100.0,,,,,,
Union County Public Schools,900370,Walter Bickett Elementary,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900372,Waxhaw Elementary,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900376,Weddington Elementary,Southwest Region,Exceeded,100.0,,,,,,
Union County Public Schools,900377,Weddington High,Southwest Region,Exceeded,100.0,91.4,93.9,95.0,95.0,95.0,N
Union County Public Schools,900378,Weddington Middle,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900380,Wesley Chapel Elementary,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900384,Western Union Elementary,Southwest Region,Exceeded,100.0,,,,,,
Union County Public Schools,900388,Wingate Elementary,Southwest Region,NotMet,100.0,,,,,,
Union County Public Schools,900391,Marvin Ridge Middle,Southwest Region,Met,100.0,,,,,,
Union County Public Schools,900392,Wolfe School,Southwest Region,,,,,,,,N
Union County Public Schools,900393,Marvin Ridge High,Southwest Region,Met,100.0,95.0,89.6,95.0,95.0,95.0,N
Vance County Schools,910,Vance County Schools,North Central Region,,85.3,38.9,69.9,95.0,81.9,80.3,
Vance County Schools,910304,Aycock Elementary,North Central Region,NotMet,100.0,,,,,,
Vance County Schools,910308,Carver Elementary,North Central Region,NotMet,100.0,,,,,,
Vance County Schools,910311,Clarke Elementary,North Central Region,Met,100.0,,,,,,
Vance County Schools,910314,Dabney Elementary,North Central Region,Met,100.0,,,,,,
Vance County Schools,910316,Eaton-Johnson Middle,North Central Region,Met,100.0,,,,,,
Vance County Schools,910320,Henderson Middle,North Central Region,NotMet,100.0,,,,,,
Vance County Schools,910340,New Hope Elementary,North Central Region,NotMet,100.0,,,,,,
Vance County Schools,910346,E O Young Jr Elementary,North Central Region,Met,100.0,,,,,,
Vance County Schools,910356,Pinkston Street Elementary,North Central Region,Met,100.0,,,,,,
Vance County Schools,910360,E M Rollins Elementary,North Central Region,NotMet,77.8,,,,,,
Vance County Schools,910364,Southern Vance High,North Central Region,NotMet,82.8,35.6,68.8,95.0,82.5,81.0,N
Vance County Schools,910368,Western Vance High,North Central Region,NotMet,100.0,5.0,,95.0,90.5,95.0,Y
Vance County Schools,910370,Northern Vance High,North Central Region,NotMet,89.7,35.4,72.4,95.0,83.4,79.1,N
Vance County Schools,910376,L B Yancey Elementary,North Central Region,Met,100.0,,,,,,
Vance County Schools,910380,Zeb Vance Elementary,North Central Region,Met,100.0,,,,,,
Vance County Schools,910382,Vance Co Early College,North Central Region,Exceeded,100.0,87.2,,95.0,95.0,88.9,Y
Vance County Schools,910384,STEM Early High,North Central Region,Met,100.0,,,,,,
Wake County Schools,920,Wake County Schools,North Central Region,,83.5,69.4,83.7,92.0,87.1,88.4,
Wake County Schools,920302,River Bend Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920303,Abbotts Creek Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920304,Adams Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920306,Herbert Akins Rd Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920307,Alston Ridge Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920308,Apex Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920312,Apex Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920316,Apex High,North Central Region,Met,95.5,83.6,92.1,93.2,94.7,94.4,N
Wake County Schools,920317,Apex Friendship High,North Central Region,Met,100.0,,,,,,N
Wake County Schools,920318,Athens Drive High,North Central Region,Met,76.6,67.7,81.4,92.0,84.8,85.0,N
Wake County Schools,920320,Aversboro Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920324,Longview,North Central Region,,0.0,,,83.3,15.2,,N
Wake County Schools,920325,Banks Road Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920326,Baileywick Road Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920327,Ballentine Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920328,Baucom Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920329,Barwell Road Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920334,Brassfield Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920336,Brentwood Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920340,Briarcliff Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920342,Brier Creek Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920344,Brooks Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920348,Needham Broughton High,North Central Region,Exceeded,51.2,73.4,86.5,87.1,88.4,87.4,N
Wake County Schools,920352,Bugg Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920356,Carnage Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920358,Carpenter Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920360,Carroll Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920362,Carver Elementary,North Central Region,NotMet,85.7,,,,,,
Wake County Schools,920364,Cary Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920368,Cary High,North Central Region,Exceeded,87.2,63.1,82.1,91.5,87.3,87.9,N
Wake County Schools,920369,Cedar Fork Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920370,Centennial Campus Middle,North Central Region,Met,100.0,,,,,,
Wake County Schools,920376,Combs Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920380,Conn Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920384,Creech Road Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920388,Daniels Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920390,Davis Drive Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920391,Davis Drive Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920393,Dillard Drive Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920394,Dillard Drive Middle,North Central Region,Met,100.0,,,,,,
Wake County Schools,920396,Douglas Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920398,Durant Road Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920399,Durant Road Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920400,Reedy Creek Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920402,East Cary Middle,North Central Region,Met,100.0,,,,,,
Wake County Schools,920403,East Garner Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920404,East Garner Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920408,East Millbrook Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920410,East Wake Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920411,East Wake High,North Central Region,Exceeded,62.8,40.8,80.0,94.5,95.0,,N
Wake County Schools,920412,Enloe High,North Central Region,NotMet,71.1,72.4,84.8,91.1,89.0,83.2,N
Wake County Schools,920413,Forestville Road Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920414,Farmington Woods Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920415,Fox Road Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920416,Fuller Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920417,Forest Pines Drive Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920420,Fuquay-Varina Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920424,Fuquay-Varina Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920428,Fuquay-Varina High,North Central Region,Exceeded,97.5,65.8,86.1,87.4,86.3,82.6,N
Wake County Schools,920436,Garner High,North Central Region,Exceeded,73.2,57.0,65.5,87.4,87.5,87.6,N
Wake County Schools,920438,River Oaks Middle,North Central Region,Met,100.0,,,,,,
Wake County Schools,920439,Green Hope Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920440,Green Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920441,Green Hope High,North Central Region,Met,95.7,90.3,94.0,95.0,94.8,95.0,N
Wake County Schools,920442,Hilburn Drive Academy,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920443,Highcroft Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920444,Heritage Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920445,Heritage High,North Central Region,Met,70.7,69.6,83.0,90.4,93.6,92.3,N
Wake County Schools,920446,Hodge Road Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920447,Holly Springs Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920448,Hunter Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920449,Holly Ridge Elementary,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920450,Holly Ridge Middle,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920451,Harris Creek Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920452,Jeffreys Grove Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920453,Jones Dairy Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920454,Heritage Elementary,North Central Region,NotMet,100.0,,,,,,
Wake County Schools,920455,Holly Springs High,North Central Region,Exceeded,79.5,76.2,78.7,95.0,95.0,95.0,N
Wake County Schools,920456,Joyner Elementary,North Central Region,NotMet,88.9,,,,,,
Wake County Schools,920457,Holly Grove Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920458,Holly Grove Middle,North Central Region,Exceeded,100.0,,,,,,
Wake County Schools,920460,Kingswood Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920464,Knightdale Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920466,Knightdale High,North Central Region,NotMet,51.2,41.8,63.1,95.0,87.0,90.5,N
Wake County Schools,920467,Laurel Park Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920468,Lacy Elementary,North Central Region,Met,100.0,,,,,,
Wake County Schools,920469,Leesville Road Elementary,North Central Region,NotMet,100.0,,,,,,
